[0mroot [8] g4->ApplyCommand("/control/execute materialScan.mac"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"/control/execute materialScan.mac"[0m[38;5;83m[1m)
[0m/control/execute materialScan.mac
# Include default setup
#/control/execute jleic.mac
#Theta range: bins, start, span
/control/matScan/theta 1 0 0
#Phi range: bins, start, span
#/control/matScan/phi 1000 163 34
/control/matScan/phi 3600 0 360
#Start scan
/control/matScan/scan

         Theta(deg)    Phi(deg)  Length(mm)          x0     lambda0

                  0     345.896        5000   0.0287259   0.0131185
                  0     345.996        5000   0.0340938   0.0157166
                  0     346.096        5000   0.0328976   0.0151105
                  0     346.196        5000   0.0329208   0.0151213
                  0     346.296        5000   0.0322231   0.0147889
                  0     346.396        5000    0.029064   0.0132963
                  0     346.496        5000   0.0305981   0.0138559
                  0     346.596        5000   0.0306036   0.0138581
                  0     346.696        5000   0.0310025   0.0140699
                  0     346.796        5000   0.0292675   0.0134044
                  0     346.896        5000    0.029404   0.0134765
                  0     346.996        5000   0.0294085   0.0134784
                  0     347.096        5000   0.0323953   0.0149139
                  0     347.196        5000   0.0294177    0.013482
                  0     347.296        5000   0.0297221   0.0135665
                  0     347.396        5000   0.0291314   0.0133122
                  0     347.497        5000   0.0282975   0.0130888
                  0     347.597        5000   0.0280514   0.0129626
                  0     347.697        5000   0.0286441   0.0132003
                  0     347.797        5000   0.0332189   0.0154083
                  0     347.897        5000   0.0314895   0.0146057
                  0     347.997        5000   0.0306662   0.0142243
                  0     348.097        5000   0.0309088   0.0143396
                  0     348.197        5000   0.0301245   0.0139921
                  0     348.297        5000   0.0346446   0.0159873
                  0     348.397        5000   0.0317278   0.0145846
                  0     348.497        5000   0.0332574   0.0154033
                  0     348.597        5000   0.0309283   0.0143531
                  0     348.697        5000    0.030684   0.0142367
                  0     348.797        5000   0.0301165   0.0139555
                  0     348.897        5000   0.0353591   0.0164816
                  0     348.997        5000   0.0279775   0.0129226
                  0     349.097        5000   0.0279815   0.0129243
                  0     349.197        5000   0.0279188   0.0128905
                  0     349.297        5000    0.029165   0.0134764
                  0     349.397        5000   0.0279745   0.0129208
                  0     349.497        5000   0.0279785   0.0129225
                  0     349.597        5000    0.029941   0.0138927
                  0     349.697        5000   0.0269961   0.0124767
                  0     349.797        5000   0.0269997   0.0124782
                  0     349.897        5000   0.0299142   0.0138795
                  0     349.997        5000   0.0276608   0.0128297
                  0     350.097        5000   0.0308992   0.0142273
                  0     350.197        5000   0.0319448   0.0147084
                  0     350.297        5000   0.0321124   0.0147881
                  0     350.397        5000   0.0296773   0.0137896
                  0     350.497        5000   0.0286733   0.0132911
                  0     350.597        5000   0.0295127   0.0136884
                  0     350.697        5000   0.0300052   0.0139227
                  0     350.797        5000   0.0279523    0.012984
                  0     350.897        5000   0.0279022    0.012957
                  0     350.997        5000   0.0281393   0.0130052
                  0     351.098        5000   0.0281429   0.0130067
                  0     351.198        5000   0.0281465   0.0130082
                  0     351.298        5000   0.0277833   0.0128926
                  0     351.398        5000   0.0308252   0.0143594
                  0     351.498        5000   0.0312678   0.0143994
                  0     351.598        5000   0.0316097   0.0145613
                  0     351.698        5000   0.0292909   0.0134432
                  0     351.798        5000    0.029489   0.0135483
                  0     351.898        5000   0.0332865   0.0151995
                  0     351.998        5000   0.0340021   0.0155398
